fid,ext,tipo_infra,fluxo_infr,inicio,contabilizar,vias,area_plane,local_infr,final,SHAPE__Length,rp,status,cod_rp,score_infra,cluster_seguranca,score_seguranca_final,safety_score_refinado,safety_score_final_v2
222,0.41106657,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 388,Sim,Rua Cinco de Julho,2,No bordo direito da pista,Número 26,411.076916562195,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
223,0.84842128,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 2,Sim,Rua Domingos Ferreira,2,No bordo direito da pista,Número 242,848.444134755716,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
224,0.2003181,FAIXA COMPARTILHADA NA PISTA,BIDIRECIONAL,Número 12,Sim,Rua Dias da Rocha,2,No bordo direito da pista,Número 60,200.323285599888,COPACABANA,IMPLANTADA,2.1,3,2,2.5,1.0,1.5
225,0.54445265,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 08,Sim,Rua Barão de Ipanema,2,No bordo direito da pista,Número 152,544.466397731776,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
226,0.1642475,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 81,Sim,Rua Marquês de Olinda,2,No bordo direito da pista,Número 45,164.25213226796,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
227,0.17231218,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 8,Sim,Rua Professor Alfredo Gomes,2,No bordo direito da pista,Rua Bambina,172.316978620214,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
228,0.14763097,CICLOFAIXA,BIDIRECIONAL,Oposto ao número 10,Sim,Rua Teixeira de melo,2,No bordo esquerdo da pista,Oposto ao número 30,147.63390035831,IPANEMA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
229,2.15198522,CICLOVIA,BIDIRECIONAL,Oposto ao número 22,Sim,Avenida Vieira Souto,2,No bordo direito da pista,Oposto ao número 718,2152.02449207649,IPANEMA,IMPLANTADA,2.1,1,2,2.5,1.0,1.5
230,1.29654717,CICLOVIA,BIDIRECIONAL,Oposto ao número 12,Sim,Avenida Delfim Moreira,2,No bordo direito da pista,Oposto ao número 1188,1296.56055732939,LEBLON,IMPLANTADA,2.1,1,2,2.5,1.0,1.5
231,0.564591,CICLOFAIXA,BIDIRECIONAL,Número 156,Sim,Rua Pompeu Loureiro,2,No bordo esquerdo da pista,Túnel Major Vaz,564.604543837548,COPACABANA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
232,0.21682165,CICLOVIA,BIDIRECIONAL,Em frente à Escola Municipal Pedro Ernesto,Sim,Praça Henrique Brito e Cunha,2,No canteiro central,s/nº - junto à ciclovia do canteiro central da R. Humaitá,216.825891935304,LAGOA,IMPLANTADA,2.1,1,2,2.5,3.0,3.5
233,0.30493619,CICLOFAIXA,BIDIRECIONAL,Número 315,Sim,Rua Tonelero,2,No bordo esquerdo da pista,Número 231,304.943937326011,COPACABANA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
234,0.22837453,CICLOFAIXA,BIDIRECIONAL,Início do Túnel pela Rua Pompeu Loureiro,Sim,Túnel Major Váz,2,No bordo esquerdo da pista,Final do Túnel na Rua Tonelero,228.380357389505,COPACABANA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
235,0.25110804,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Repórter Nestor Moreira,Sim,Avenida Pasteur,2,Na calçada,Avenida Venceslau Brás,251.116052024297,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
236,0.06302175,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Frei Solano,Sim,Praça Santa Margarida Maria,2,Na calçada,Rua Dinah Silveira de Queiroz,63.0228275095347,LAGOA,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
237,0.10433968,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Dinah Silveira de Queiroz,Sim,Praça Gen. Alcio Souto,2,Na calçada,Em frente à Escola Municipal Pedro Ernersto,104.341707955661,LAGOA,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
238,0.30871425,CICLOVIA,BIDIRECIONAL,Número 275,Sim,Rua Humaitá,2,No canteiro central,Rua Visconde Silva,308.720558964949,HUMAITÁ,IMPLANTADA,2.1,1,2,2.5,3.0,3.5
239,0.34651261,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Real Grandeza,Sim,Rua Mena Barreto,2,Na calçada,Número 99,346.52141378549,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
240,0.19132983,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 787,Sim,Rua Sorocaba,2,No bordo direito da pista,Número 625,191.334757600656,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
241,0.09922988,CICLOFAIXA,BIDIRECIONAL,Número 56,Sim,Rua da Passagem,2,No bordo esquerdo da pista,Número 44,99.2326665501762,BOTAFOGO,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
242,0.51230802,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 144,Sim,Rua General Polidoro,2,Na calçada,Número 08,512.32260062162,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
243,0.06711537,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Professor Alvaro Rodrigues,Sim,Rua Nelson Mandela,2,No bordo esquerdo da pista,Rua Voluntários da Pátria,67.1173277689832,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
244,0.34095496,CICLOVIA,BIDIRECIONAL,Número 260,Sim,Rua General Polidoro,2,No bordo esquerdo da pista,Número 144,340.964134769425,BOTAFOGO,IMPLANTADA,2.1,1,2,2.5,1.0,1.5
245,1.02047337,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 250,Sim,Rua Siqueira Campos,2,No bordo esquerdo da pista,Número 12,1020.50082689557,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
246,0.33588823,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Real Grandeza,Sim,Rua General Polidoro,2,No bordo direito da pista,Número 260,335.896814431867,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
247,0.25160786,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Início do Túnel - Copacabana,Sim,Túnel Alaor Prata,2,No bordo esquerdo da pista,Final do Túnel - Botafogo,251.614145151238,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,1.0,1.5
248,0.27612392,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 10,Sim,Rua Raimundo Corrêa,2,No bordo direito da pista,Número 74,276.131059862106,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
249,0.10794642,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 7,Sim,Praça Serzedelo Correa,2,No bordo direito da pista,Número 27,107.949547187656,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
250,0.04357817,CICLOFAIXA,BIDIRECIONAL,Rua Figueiredo de Magalhães,Sim,Praça Vereador Rocha Leão,2,No bordo direito da pista,Rua Siqueira Campos,43.5793089508543,COPACABANA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
251,1.00518032,CICLOFAIXA,BIDIRECIONAL,Número 37,Sim,Rua Figueiredo de Magalhães,2,No bordo esquerdo da pista,Número 950,1005.20694620983,COPACABANA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
252,0.44202228,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 10,Sim,Rua Aires de Saldanha,2,No bordo direito da pista,Número 144,442.033543870898,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
253,0.11624529,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 12,Sim,Rua Conrado Niemeyer,2,No bordo direito da pista,Número 28,116.248677305806,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
254,0.31421144,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 12,Sim,Rua Duvivier,2,No bordo direito da pista,Número 96,314.221215100254,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
255,0.12966747,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 18,Sim,Rua Fernando Mendes,2,No bordo direito da pista,Número 28,129.671363873794,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
256,0.19664748,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 65,Sim,Rua Silva Castro,2,No bordo direito da pista,Número 31,196.652805772983,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
257,0.2878362,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 291,Sim,Rua Ronald Carvalho,2,No bordo direito da pista,Avenida Atlântica,287.845276338331,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
258,0.15781766,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Belfort Roxo,Sim,Rua Felipe de Oliveira,2,No bordo direito da pista,Avenida Princesa Isabel,157.822686815204,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
259,0.60927838,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 169,Sim,Rua Leopoldo Miguez,2,No bordo direito da pista,Número 7,609.293511932334,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
260,0.48209138,CICLOFAIXA,BIDIRECIONAL,Número 326,Sim,Avenida Graça Aranha,1,No bordo esquerdo da pista,Número 26,482.107340734856,CENTRO,IMPLANTADA,1.1,2,2,2.5,1.0,1.0
261,5.01300505,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Próximo ao MAM,Sim,Avenida Infante Dom Henrique,2,Na calçada,Próximo ao monumento Estacio de Sá,5013.17705215142,FLAMENGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
262,0.20336652,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Avenida Almirante Silvio de Noronha,Sim,Rua Jardel Jercolis,2,Na calçada,Número 426,203.373772041695,GLÓRIA,IMPLANTADA,2.1,4,1,9.5,9.5,10.0
263,0.4226438,CICLOVIA,BIDIRECIONAL,Próximo ao número 1746,Sim,Avenida Lauro Sodré,2,No canteiro central,Túnel do Leme Galeria Coelho Cintra,422.657093165345,BOTAFOGO,IMPLANTADA,2.1,1,2,2.5,3.0,3.5
264,0.17980219,CICLOVIA,BIDIRECIONAL,Avenida Pasteur,Sim,Avenida Venceslau Braz,2,No canteiro central,Praça Ozanan,179.80798732746,BOTAFOGO,IMPLANTADA,2.1,1,2,2.5,3.0,3.5
266,4.07715182,CICLOVIA,BIDIRECIONAL,Rua Francisco Otaviano,Sim,Avenida Atlântica,2,No bordo direito da pista,Praça Almirante Julio de Noronha,4077.273711306,COPACABANA,IMPLANTADA,2.1,1,2,2.5,1.0,1.5
267,0.54671524,CICLOVIA,UNIDIRECIONAL,Avenida Lauro Sodré,Sim,Túnel Eng. Marques Porto,2,No bordo esquerdo da pista,Avenida Venceslau Brás,546.732695948683,COPACABANA,IMPLANTADA,2.1,1,0,6.0,4.5,5.0
268,0.08781509,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,"Rua General Severiano, número 72",Sim,Praça Ozanan,2,Na calçada,Oposto ao CAPSi II Maurício Souza,87.8179478889265,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
269,0.23268889,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Praça Ozanan,Sim,Rua General Severiano,2,No bordo direito da pista,Avenida Lauro Sodré,232.696202014679,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,1.0,1.5
270,0.67421309,CICLOFAIXA,BIDIRECIONAL,Número 5,Sim,Rua Francisco Otaviano,2,No bordo direito da pista,Avenida Vieira Souto,674.229616202466,IPANEMA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
271,0.68682895,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida das Nações Unidas,Sim,Rua Prof. Álvaro Rodrigues,2,Na calçada,Número 178,686.849071289179,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
272,0.16276177,CICLOFAIXA,BIDIRECIONAL,Número 250,Sim,Rua Siqueira Campos,2,No bordo esquerdo da pista,Próximo ao Túnel Alaor Prata,162.765844093719,COPACABANA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
273,0.25523718,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 101,Sim,Rua Rodolfo Dantas,2,No bordo direito da pista,Avenida Atlântica,255.245009018884,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
274,0.25288716,CICLOVIA,BIDIRECIONAL,Avenida Repórter Nestor Moreira,Sim,Clube Botafogo Futebol e Regatas,2,Isolada,"Avenida das Nações Unidas, próximo ao retorno",252.894765706171,BOTAFOGO,IMPLANTADA,2.1,1,2,2.5,2.0,2.5
275,1.17119455,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Próximo à piscina do Clube de Botafogo,Sim,Avenida das Nações Unidas,2,Na calçada,Praça Nicarágua,1171.22993145766,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
276,0.31907599,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Pasteur,Sim,Avenida Reporter Nestor Moreira,2,Na calçada,Avenida Nações Unidas,319.085939809367,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
277,0.25126833,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 140,Sim,Rua Décio Vilares,2,No bordo direito da pista,Número 360,251.274660972908,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
278,0.08860438,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 23,Sim,Praça Eugênio Jardim,2,Não identificado,Número 01,88.6064814903668,COPACABANA,IMPLANTADA,2.1,3,0,6.0,5.5,6.0
279,0.08460229,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 68,Sim,Rua Dias da Rocha,2,No bordo direito da pista,Número 86,84.6043861440286,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
280,0.30940638,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Maestro Francisco Braga,Sim,Praça Edmundo Bitencourt,2,No bordo direito da pista,Rua Tenente Marones de Gusmão,309.414172002415,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
281,0.85904798,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Universidade Santa Úrsula,Sim,Rua Pinheiro Machado,2,No bordo esquerdo da pista,Rua das Laranjeiras,859.072485056347,LARANJEIRAS,IMPLANTADA,2.1,4,2,2.5,1.0,1.5
282,0.22907523,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 301,Sim,Rua Pinheiro Machado,2,Na calçada,Rua Presidente Carlos Campos,229.081856740762,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
283,0.06946825,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 214,Sim,Praia de Botafogo,2,Na calçada,Rua Fernando Ferrari,69.4702796005476,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
284,4.43127949,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Capitão Lafay,Sim,Avenida Cesário de Melo,5,No bordo esquerdo da pista,Próximo a Estação do BRT Santa Eugênia,4430.62907777645,CAMPO GRANDE,IMPLANTADA,5.2,4,2,2.5,1.0,0.8
285,0.47539019,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 125,Sim,Rua Bambina,2,No bordo direito da pista,Rua Marquês de Olinda,475.403326637671,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
286,0.149975,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Pinheiro Machado,Sim,Rua Fernando Ferrari,2,No bordo direito da pista,Rua Muniz Barreto,149.979361518118,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,1.0,1.5
287,0.08506473,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 150,Sim,Praia do Flamengo,2,No bordo direito da pista,Rua Machado de Assis,85.0675183792583,FLAMENGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
288,0.20765235,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Fernando ferrari,Sim,Rua Muniz Barreto,2,Na calçada,Número 100,207.658321248731,BOTAFOGO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
289,0.32937649,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 81,Sim,Rua Dois de Dezembro,2,No bordo direito da pista,Praia do Flamengo,329.387098461681,FLAMENGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
290,1.08218928,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 389,Sim,Rua Paissandu,2,No bordo direito da pista,Praia do Flamengo,1082.22267638413,LARANJEIRAS,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
291,1.03337695,CICLOVIA,BIDIRECIONAL,Oposto ao número 1008,Sim,Avenida Bartolomeu Mitre,2,Na calçada,Número 15,1033.38688013682,LEBLON,IMPLANTADA,2.1,1,2,2.5,2.5,3.0
292,0.21094741,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 90,Sim,Avenida Padre Leonel Franca,2,Na calçada,Número 182,210.949193037955,GÁVEA,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
293,0.22494974,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 179,Sim,Avenida Borges de Medeiros,2,Na calçada,Oposto ao número 625,224.952746758824,LEBLON,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
294,0.10983178,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Esquina com Humberto Campos,Sim,Avenida Borges de Medeiros,2,Na calçada,Próxima ao número 701,109.833317240351,LEBLON,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
295,0.6788594,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 269,Sim,Avenida Rodrigo Otávio,2,No canteiro central,Oposto ao número 389,678.865219684708,GÁVEA,IMPLANTADA,2.1,4,2,2.5,3.0,3.5
296,0.07963055,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 06,Sim,Avenida Rodrigo Otávio,2,Na calçada,Oposto ao número 3200,79.6312409813981,LEBLON,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
297,0.14524296,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 39,Sim,Avenida Borges de Medeiros,2,Na calçada,Oposto ao número 137,145.244851344174,LEBLON,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
298,0.06226556,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Epitácio Pessoa,Sim,Avenida Vieira Souto,2,Na calçada,Avenida Borges de Medeiros,62.2664312655702,IPANEMA,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
299,3.18969034,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 6098 (sentido Campo Grande).,Sim,Avenida de Santa Cruz,5,No bordo direito da pista,Número 11.692,3189.3564805533,BANGU,IMPLANTADA,5.1,4,2,2.5,1.0,0.8
300,0.08527737,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Menezes Brum,Sim,Rua do Parque Madureira,3,Na calçada,Rua Laura Brandão,85.2729992911957,PAVUNA,IMPLANTADA,3.6,4,2,2.5,2.5,2.5
301,0.3640977,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Pedro Moura,Sim,Rua Professor Hermes de Lima,4,No bordo direito da pista,Avenida Alfredo Balthazar da Silveira,364.065188860284,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
302,0.79272939,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 01,Sim,Rua Mearim,2,No bordo direito da pista,Número 316,792.723155334351,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
303,0.91716183,CICLOVIA,BIDIRECIONAL,Posto 12,Sim,Estrada do Pontal,4,Na calçada,"Avenida Paulo Tapajós, número 632",917.071563728044,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
304,1.60659743,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Lúcio Costa,Sim,Avenida Gilka Machado,4,No bordo direito da pista,Avenida das Américas,1606.43922728714,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
305,0.93405604,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Isabel Domingues,Sim,Avenida Ayrton Senna,4,Na calçada,Avenida Tenente-Coronel Muniz de Aragão,934.010011820001,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
306,1.3991645,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto à Avenida Isabel Domingues,Sim,Avenida Ayrton Senna,4,Na calçada,Avenida Embaixador Abelardo Bueno,1399.09387297332,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
307,2.94498953,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Estrada do Pontal,Sim,Avenida Estado da Guanabara,4,No bordo direito da pista,Próximo ao Mirante da Prainha,2944.66805390441,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
308,0.13070552,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 955,Sim,Estrada do Pontal,4,Na calçada,Número 5400,130.69185194999,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
309,0.71828561,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Gláucio Gil,Sim,Rua Haroldo Cavalcanti,4,No bordo direito da pista,Esquina com Estrada Benvindo de Novaes,718.218650378422,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
310,0.29470908,CICLOVIA,BIDIRECIONAL,Número 632,Sim,Avenida Paulo Tapajós,4,Na calçada,Próximo ao Condomínio Pontal da Areia,294.679769202112,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
311,0.49676193,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 440,Sim,Rua Professor Motta Maia,4,"No bordo direito da pista, No meio da pista",Número 11,496.71678700345,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
312,0.12146192,CICLOVIA,BIDIRECIONAL,Final da praia do Pepino,Sim,Estrada Auto-Estrada Lagoa Barra,2,Isolada,Mirante São Conrado,121.460304009231,SÃO CONRADO,IMPLANTADA,2.1,1,2,2.5,2.0,2.5
313,1.66352247,CICLOVIA,BIDIRECIONAL,Número 699,Sim,Avenida Prefeito Mendes de Moraes,2,No bordo direito da pista,Oposto ao número 1010,1663.50804877829,SÃO CONRADO,IMPLANTADA,2.1,1,2,2.5,1.0,1.5
314,1.51725609,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,"Avenida Alfredo Balthazar da Silveira, número 289 (Condomínio Barra Bali)",Sim,Avenida das Américas,4,Na calçada,Em frente ao Condomínio Pedra de Itaúna,1517.13282100168,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
315,0.48383284,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 35,Sim,Avenida Pedro Moura,4,No bordo direito da pista,Avenida Lúcio Costa,483.790111926358,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
316,0.04891847,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Lúcio Costa,Sim,Avenida Gilberto Amado,4,Na calçada,Número 61,48.9173418362485,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
317,0.94416762,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 1825,Sim,Estrada Benvindo de Novaes,4,No canteiro central,Número 940,944.07863212665,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,3.0,3.0
318,1.83996981,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 1480,Sim,Estrada de Jacarepaguá,4,Na calçada,Próxima a Light Rio das Pedras,1839.90194237627,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
319,1.80641629,CICLOVIA,BIDIRECIONAL,Início do Túnel do Joá,Sim,Estrada das Bandeiras,4,No bordo esquerdo da pista,Final do Túnel São Conrado,1806.38454435965,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,1.0,1.0
320,0.1303688,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 141,Sim,Rua Malba Tahan,4,No meio da pista,Número 20,130.35659063201,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
321,0.3550096,FAIXA COMPARTILHADA NA PISTA,BIDIRECIONAL,"Estrada do Pontal, oposto ao número 984",Sim,Avenida AW,4,Não identificado,Rua B.W. Projetada,354.973678295498,BARRA DA TIJUCA,IMPLANTADA,4.2,3,2,2.5,2.0,2.0
322,0.09020351,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Orla do Recreio dos Bandeirantes / Pontal,Sim,Rua projetada 1W,4,No bordo direito da pista,Estrada do Pontal,90.1947261794368,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
323,3.5463666,CICLOVIA,BIDIRECIONAL,Oposto ao número 14.800,Sim,Avenida Lúcio Costa,4,Na calçada,Praça do Pontal,3546.04474722507,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
324,0.2400849,CICLOVIA,BIDIRECIONAL,Rua B.W. Projetada,Sim,Avenida Paulo Tapajós,4,Na calçada,"Estrada do Pontal, em frente à Pousada do Recreio",240.060359726471,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
325,0.08777792,CICLOVIA,BIDIRECIONAL,Avenida Paulo Tapajós,Sim,Rua Zélio Valverde,4,Na calçada,Estrada do Pontal,87.769121052393,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
326,0.13671765,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 855,Sim,Estrada do Pontal,4,Na calçada,Oposto ao número 984,136.703907585293,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
327,0.29160208,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 289 (Condomínio Barra Bali),Sim,Avenida Alfredo Balthazar da Silveira,4,Na calçada,Número 335,291.577432438664,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
