logradouro,bairro,hierarquia,velocidade_maxima,peso_h,peso_v
RUA PROFESSOR SOUSA MOREIRA,INHOAÍBA,Local,30,1,"1,0"
RUA PROGRESSO DE ANA GONZAGA,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA A A,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA B,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA C,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA CINCO,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA DOIS,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA E,INHOAÍBA,Local,20,1,"1,0"
RUA PROJETADA F,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA SETE,INHOAÍBA,Local,30,1,"1,0"
RUA PROJETADA UM,INHOAÍBA,Local,30,1,"1,0"
RUA QUARENTA,INHOAÍBA,Local,30,1,"1,0"
RUA QUARENTA E DOIS,INHOAÍBA,Local,30,1,"1,0"
RUA QUARENTA E QUATRO,INHOAÍBA,Local,30,1,"1,0"
RUA QUARENTA E SEIS,INHOAÍBA,Local,30,1,"1,0"
RUA QUARENTA E TRÊS,INHOAÍBA,Local,30,1,"1,0"
RUA QUATORZE,INHOAÍBA,Local,30,1,"1,0"
RUA QUATRO,INHOAÍBA,Local,30,1,"1,0"
RUA QUATRO - 4,INHOAÍBA,Local,30,1,"1,0"
RUA QUATRO - PAA 10809/ PAL 42839,INHOAÍBA,Local,30,1,"1,0"
RUA QUINZE,INHOAÍBA,Local,30,1,"1,0"
RUA RACHEL GOMES DA SILVA,INHOAÍBA,Local,30,1,"1,0"
RUA RAUL MARINHO,INHOAÍBA,Local,30,1,"1,0"
RUA RAUL PEDROSA,INHOAÍBA,Local,30,1,"1,0"
RUA REALEZA,INHOAÍBA,Local,30,1,"1,0"
RUA RESTITUIÇÃO,INHOAÍBA,Local,30,1,"1,0"
RUA REVERENDO LUCAS RODRIGUES MOUÇÃO,INHOAÍBA,Local,30,1,"1,0"
RUA RIACHÃO DO JACUIPE,INHOAÍBA,Local,40,1,"1,2"
RUA ROBERTO RIBEIRO,INHOAÍBA,Local,30,1,"1,0"
RUA ROSA DE SARON,INHOAÍBA,Local,30,1,"1,0"
RUA ROUXINOL,INHOAÍBA,Local,30,1,"1,0"
RUA SABIÁ,INHOAÍBA,Local,30,1,"1,0"
RUA SALOMÃO LUIZ WEYGMAN,INHOAÍBA,Local,30,1,"1,0"
RUA SALOMÃO SILVAIN HAZAN,INHOAÍBA,Local,30,1,"1,0"
RUA SANTA LUZ,INHOAÍBA,Local,30,1,"1,0"
RUA SANTA LUZIA,INHOAÍBA,Local,30,1,"1,0"
RUA SANTO ANTIPAS,INHOAÍBA,Local,30,1,"1,0"
RUA SANTO SATURNINO,INHOAÍBA,Local,30,1,"1,0"
RUA SARGAS DO VILAR GUANABARA,INHOAÍBA,Local,30,1,"1,0"
RUA SEABRA FILHO,INHOAÍBA,Coletora,40,2,"1,2"
RUA SEBASTIÃO MONTEIRO,INHOAÍBA,Local,30,1,"1,0"
RUA SEIS,INHOAÍBA,Local,30,1,"1,0"
RUA SERGIO GREVINSKI,INHOAÍBA,Local,30,1,"1,0"
RUA SERIEMA,INHOAÍBA,Local,30,1,"1,0"
RUA SESSENTA,INHOAÍBA,Local,30,1,"1,0"
RUA SESSENTA E CINCO,INHOAÍBA,Local,30,1,"1,0"
RUA SESSENTA E DOIS,INHOAÍBA,Local,30,1,"1,0"
RUA SESSENTA E NOVE,INHOAÍBA,Local,30,1,"1,0"
RUA SESSENTA E OITO,INHOAÍBA,Local,30,1,"1,0"
RUA SESSENTA E QUATRO,INHOAÍBA,Local,30,1,"1,0"
RUA SESSENTA E SETE,INHOAÍBA,Local,30,1,"1,0"
RUA SESSENTA E UM,INHOAÍBA,Local,30,1,"1,0"
RUA SETE,INHOAÍBA,Local,30,1,"1,0"
RUA SETENTA E DOIS,INHOAÍBA,Local,30,1,"1,0"
RUA SETENTA E NOVE,INHOAÍBA,Local,30,1,"1,0"
RUA SETENTA E OITO,INHOAÍBA,Local,30,1,"1,0"
RUA SETENTA E TRÊS,INHOAÍBA,Local,30,1,"1,0"
RUA SETENTA E UM,INHOAÍBA,Local,30,1,"1,0"
RUA SIRIUS DO VILAR GUANABARA,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO ANTONIO DE OLIVEIRA,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO BENEDITO DOS SANTOS,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO CRISTOVÃO GARCIA,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO JOSE BARBOSA FILHO,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO LAÉRCIO DE MENDONÇA,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO MANOEL GOMES,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO SEBASTIÃO VIANA,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO TORIBIO DA SILVA,INHOAÍBA,Local,30,1,"1,0"
RUA SOLDADO VENCESLAU FIRMINO,INHOAÍBA,Local,30,1,"1,0"
RUA SOUSA FREITAS,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO CARLOS,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO FRIDIANO,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO JORGE,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO JOSÉ,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO JOÃO,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO LUCAS,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO LUIZ,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO PEDRO,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO SEBASTIÃO,INHOAÍBA,Local,30,1,"1,0"
RUA SÃO TEODÓSIO,INHOAÍBA,Coletora,30,2,"1,0"
RUA THALES DE AZEVEDO,INHOAÍBA,Local,30,1,"1,0"
RUA TREZE,INHOAÍBA,Local,30,1,"1,0"
RUA TRINCA FERRO,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA E DOIS,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA E NOVE,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA E OITO,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA E QUATRO,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA E SEIS,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA E SETE,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA E TRÊS,INHOAÍBA,Local,30,1,"1,0"
RUA TRINTA E UM,INHOAÍBA,Local,30,1,"1,0"
RUA TRÊS,INHOAÍBA,Local,30,1,"1,0"
RUA TRÊS - 3,INHOAÍBA,Local,30,1,"1,0"
RUA TUCANO,INHOAÍBA,Local,30,1,"1,0"
RUA UIRAPURU,INHOAÍBA,Local,30,1,"1,0"
RUA UM,INHOAÍBA,Local,30,1,"1,0"
RUA UM - PAA 10809/ PAL 42839,INHOAÍBA,Local,30,1,"1,0"
RUA UMUARAMA,INHOAÍBA,Local,30,1,"1,0"
RUA UNIFLOR,INHOAÍBA,Local,30,1,"1,0"
RUA VEGA DO VILAR GUANABARA,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E CINCO,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E DOIS,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E NOVE,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E OITO,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E QUATRO,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E SEIS,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E SEIS DE JULHO,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E SETE,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E TRÊS,INHOAÍBA,Local,30,1,"1,0"
RUA VINTE E UM,INHOAÍBA,Local,30,1,"1,0"
RUA VITÓRIA DA CONQUISTA,INHOAÍBA,Local,30,1,"1,0"
RUA VITÓRIA RÉGIA,INHOAÍBA,Local,30,1,"1,0"
RUA WALDA RIBEIRO FERNANDES,INHOAÍBA,Local,30,1,"1,0"
RUA WALDIR KELLY,INHOAÍBA,Local,30,1,"1,0"
RUA XAVIER DE TÁVORA,INHOAÍBA,Local,30,1,"1,0"
RUA ZÍBIA GASPARETTO,INHOAÍBA,Local,30,1,"1,0"
RUA ÁTRIA DO VILAR GUANABARA,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA BARBOSA FILHO,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA DAS PALMEIRAS,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA DIAMANTE,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA EL SHADAI,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA JOÃO LIMA FILHO,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA NESTOR SOUSA,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA PAZ DO PRÍNCIPE,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA REI DOS REIS,INHOAÍBA,Local,30,1,"1,0"
TRAVESSA SEBASTIÃO JOSÉ MARQUES,INHOAÍBA,Local,30,1,"1,0"
AVENIDA DELFIM MOREIRA,IPANEMA,Arterial primária,70,4,"3,0"
AVENIDA EPITÁCIO PESSOA,IPANEMA,Arterial primária,40,4,"1,2"
AVENIDA FRANCISCO BHERING,IPANEMA,Local,20,1,"1,0"
AVENIDA HENRIQUE DUMONT,IPANEMA,Coletora,30,2,"1,0"
AVENIDA RAINHA ELIZABETH,IPANEMA,Arterial primária,50,4,"1,5"
AVENIDA VIEIRA SOUTO,IPANEMA,Arterial primária,70,4,"3,0"
ESTRADA CANTAGALO,IPANEMA,Local,30,1,"1,0"
RUA ALBERTO DE CAMPOS,IPANEMA,Coletora,30,2,"1,0"
RUA ALMIRANTE SADOCK DE SÁ,IPANEMA,Local,30,1,"1,0"
RUA ANIBAL DE MENDONÇA,IPANEMA,Coletora,30,2,"1,0"
RUA BARÃO DA TORRE,IPANEMA,Coletora,30,2,"1,0"
RUA BARÃO DE JAGUARIPE,IPANEMA,Local,30,1,"1,0"
RUA CANING,IPANEMA,Local,30,1,"1,0"
RUA DESEMBARGADOR RENATO TAVARES,IPANEMA,Local,30,1,"1,0"
RUA FARME DE AMOEDO,IPANEMA,Coletora,30,2,"1,0"
RUA FRANCISCO OTAVIANO,IPANEMA,Arterial primária,50,4,"1,5"
RUA GARCIA D´AVILA,IPANEMA,Coletora,40,2,"1,2"
RUA GOMES CARNEIRO,IPANEMA,Arterial secundária,30,3,"1,0"
RUA GORCEIX,IPANEMA,Local,30,1,"1,0"
RUA JANGADEIROS,IPANEMA,Arterial secundária,30,3,"1,0"
RUA JOANA ANGÉLICA,IPANEMA,Coletora,40,2,"1,2"
RUA MARIA QUITÉRIA,IPANEMA,Coletora,40,2,"1,2"
RUA NASCIMENTO SILVA,IPANEMA,Local,30,1,"1,0"
RUA PAUL REDFERN,IPANEMA,Local,30,1,"1,0"
RUA PRUDENTE DE MORAIS,IPANEMA,Arterial secundária,60,3,"2,0"
RUA REDENTOR,IPANEMA,Local,30,1,"1,0"
RUA TEIXEIRA DE MELO,IPANEMA,Local,30,1,"1,0"
RUA TEREZA ARAGÃO,IPANEMA,Local,50,1,"1,5"
RUA VINÍCIUS DE MORAES,IPANEMA,Coletora,40,2,"1,2"
RUA VISCONDE DE PIRAJÁ,IPANEMA,Arterial secundária,60,3,"2,0"
RUA XAVIER LEAL,IPANEMA,Local,30,1,"1,0"
AVENIDA BRASIL,IRAJÁ,Estrutural,80,5,"3,0"
AVENIDA HOMERO BATISTA,IRAJÁ,Local,30,1,"1,0"
AVENIDA MONSENHOR FELIX,IRAJÁ,Arterial primária,50,4,"1,5"
AVENIDA PASTOR MARTIN LUTHER KING JR.,IRAJÁ,Arterial secundária,70,3,"3,0"
AVENIDA PASTOR MIRANDA PINTO,IRAJÁ,Local,30,1,"1,0"
AVENIDA SENADOR ALMINO AFONSO,IRAJÁ,Local,30,1,"1,0"
AVENIDA TENENTE REBELO,IRAJÁ,Coletora,30,2,"1,0"
AVENIDA UBIRAJARA,IRAJÁ,Local,30,1,"1,0"
ESCADA MUPIÁ,IRAJÁ,Local,30,1,"1,0"
ESTRADA CORONEL VIEIRA,IRAJÁ,Coletora,30,2,"1,0"
ESTRADA DA PEDREIRA,IRAJÁ,Local,30,1,"1,0"
ESTRADA DA ÁGUA GRANDE,IRAJÁ,Arterial primária,60,4,"2,0"
ESTRADA DO COLÉGIO,IRAJÁ,Coletora,40,2,"1,2"
ESTRADA DO PORTINHO,IRAJÁ,Coletora,30,2,"1,0"
ESTRADA PADRE ROSER,IRAJÁ,Arterial secundária,60,3,"2,0"
PRAÇA CARAGUATA,IRAJÁ,Local,30,1,"1,0"
PRAÇA CÔNEGO MONTEIRO,IRAJÁ,Local,40,1,"1,2"
PRAÇA DALVA DE OLIVEIRA,IRAJÁ,Local,30,1,"1,0"
PRAÇA HENRIQUE LAUDIE JUNIOR,IRAJÁ,Local,30,1,"1,0"
PRAÇA IPUPIARA,IRAJÁ,Local,30,1,"1,0"
PRAÇA NOSSA SENHORA DA APRESENTAÇÃO,IRAJÁ,Local,60,1,"2,0"
PRAÇA PADRE COUTINHO,IRAJÁ,Local,30,1,"1,0"
PRAÇA SARGENTO JOSE SOBRINHO,IRAJÁ,Local,30,1,"1,0"
PRÇ. NOSSA SRA. DA APRESENTAÇÃO,IRAJÁ,Local,30,1,"1,0"
RODOVIA PRESIDENTE DUTRA,IRAJÁ,Estrutural,100,5,"3,0"
RUA ABIRU,IRAJÁ,Local,30,1,"1,0"
RUA ACARÁ,IRAJÁ,Local,30,1,"1,0"
RUA ALPHONSUS DE GUIMARÃES,IRAJÁ,Local,30,1,"1,0"
RUA AMANCIO BEZERRA,IRAJÁ,Local,30,1,"1,0"
RUA AMANDIU,IRAJÁ,Local,30,1,"1,0"
RUA ANA BRAL,IRAJÁ,Local,30,1,"1,0"
RUA ANAJÁS,IRAJÁ,Local,30,1,"1,0"
RUA ANDRE FILHO,IRAJÁ,Arterial primária,40,4,"1,2"
RUA ANHEMBI,IRAJÁ,Local,30,1,"1,0"
RUA ANTONIO BRAL,IRAJÁ,Local,30,1,"1,0"
RUA ARACARI,IRAJÁ,Local,30,1,"1,0"
RUA ARAPARI,IRAJÁ,Local,30,1,"1,0"
RUA ATIRIBA,IRAJÁ,Local,30,1,"1,0"
RUA ATOR DULIO COSTA,IRAJÁ,Local,30,1,"1,0"
RUA AVEIRO,IRAJÁ,Local,30,1,"1,0"
RUA BACANGA,IRAJÁ,Local,30,1,"1,0"
RUA BAEPINA,IRAJÁ,Local,30,1,"1,0"
RUA BARBOSA PITA,IRAJÁ,Local,30,1,"1,0"
RUA BARROSO PEREIRA,IRAJÁ,Local,30,1,"1,0"
RUA BARÃO DE JAGUARI,IRAJÁ,Local,30,1,"1,0"
RUA BARÃO DO SERRO LARGO,IRAJÁ,Local,30,1,"1,0"
RUA BEIRA ALTA,IRAJÁ,Local,30,1,"1,0"
RUA BELLINI,IRAJÁ,Local,30,1,"1,0"
RUA BEZERRA DE MELO,IRAJÁ,Local,30,1,"1,0"
RUA BEZERRIL FONTENELLE,IRAJÁ,Local,30,1,"1,0"
RUA BRITO TRAVASSOS,IRAJÁ,Local,30,1,"1,0"
RUA BRÁZ DE ANDRADE MELO,IRAJÁ,Local,30,1,"1,0"
RUA CAIABU,IRAJÁ,Coletora,30,2,"1,0"
RUA CAIÇARA,IRAJÁ,Coletora,30,2,"1,0"
RUA CALMON CABRAL,IRAJÁ,Local,30,1,"1,0"
RUA CALUMBI,IRAJÁ,Local,30,1,"1,0"
RUA CANUDOS,IRAJÁ,Local,30,1,"1,0"
RUA CAOBI,IRAJÁ,Local,30,1,"1,0"
RUA CAPINTUBA,IRAJÁ,Local,30,1,"1,0"
RUA CAPITÃO ALIATAR MARTINS,IRAJÁ,Local,30,1,"1,0"
RUA CARIACA,IRAJÁ,Local,30,1,"1,0"
RUA CARLOS FERREIRA,IRAJÁ,Local,30,1,"1,0"
RUA CAROLINA AMADO,IRAJÁ,Coletora,30,2,"1,0"
RUA CAROLINA FRANCO,IRAJÁ,Local,30,1,"1,0"
RUA CATOLE,IRAJÁ,Local,30,1,"1,0"
RUA CAXAMBU,IRAJÁ,Coletora,30,2,"1,0"
RUA CETIMA,IRAJÁ,Local,30,1,"1,0"
RUA CINCO,IRAJÁ,Local,30,1,"1,0"
RUA CISPLATINA,IRAJÁ,Local,30,1,"1,0"
RUA CITERIA,IRAJÁ,Local,30,1,"1,0"
RUA CLAUDIO DA COSTA,IRAJÁ,Local,30,1,"1,0"
RUA COMANDANTE CLARE,IRAJÁ,Local,30,1,"1,0"
RUA CORONEL ALENCASTRO,IRAJÁ,Local,30,1,"1,0"
RUA CORONEL LAMENHA,IRAJÁ,Local,30,1,"1,0"
RUA CORONEL LEITÃO,IRAJÁ,Coletora,30,2,"1,0"
RUA CORONEL MENDES,IRAJÁ,Local,30,1,"1,0"
RUA CORONEL SOARES,IRAJÁ,Local,30,1,"1,0"
RUA CRICIUMA,IRAJÁ,Local,30,1,"1,0"
RUA CRUZ JOBIM,IRAJÁ,Local,30,1,"1,0"
RUA DA INSPIRAÇÃO,IRAJÁ,Local,30,1,"1,0"
RUA DA PAZ,IRAJÁ,Local,30,1,"1,0"
RUA DO HALLEY,IRAJÁ,Local,30,1,"1,0"
RUA DOIS,IRAJÁ,Local,30,1,"1,0"
RUA DOUTOR MIGUEL DIBO,IRAJÁ,Local,30,1,"1,0"
RUA EDUARDO GUIMARÃES,IRAJÁ,Local,30,1,"1,0"
RUA EIMA,IRAJÁ,Local,30,1,"1,0"
RUA EMILIANO FELIPE,IRAJÁ,Local,30,1,"1,0"
RUA ENCANTAMENTO,IRAJÁ,Local,30,1,"1,0"
RUA ENGENHEIRO ALBERTO ROCHA,IRAJÁ,Local,30,1,"1,0"
RUA ENGENHEIRO LAFAYETE STOCKLER,IRAJÁ,Local,30,1,"1,0"
RUA ENGENHEIRO PINHO DE MAGALHÃES,IRAJÁ,Local,30,1,"1,0"
RUA EPAMINONDAS JACOME,IRAJÁ,Local,30,1,"1,0"
RUA ERASTÓTENES FRAZÃO,IRAJÁ,Local,30,1,"1,0"
RUA ESTREMADURA,IRAJÁ,Local,30,1,"1,0"
RUA EUGÊNIO GUDIM,IRAJÁ,Local,30,1,"1,0"
RUA FERNANDES BASTOS,IRAJÁ,Local,30,1,"1,0"
RUA FERNANDES GUSMÃO,IRAJÁ,Local,30,1,"1,0"
RUA FERREIRA CANTÃO,IRAJÁ,Arterial secundária,70,3,"3,0"
RUA FIGUEIRA DA FÓZ,IRAJÁ,Local,30,1,"1,0"
RUA FLORIANO DE LEMOS,IRAJÁ,Local,30,1,"1,0"
RUA FRANCISCO SCARAMBONE,IRAJÁ,Local,30,1,"1,0"
RUA FREI ALEXANDRE,IRAJÁ,Local,30,1,"1,0"
RUA FREIRE CARDOSO,IRAJÁ,Local,30,1,"1,0"
RUA FÉLIX PEREIRA,IRAJÁ,Local,30,1,"1,0"
RUA GABRIEL LISBOA,IRAJÁ,Local,40,1,"1,2"
RUA GALENO,IRAJÁ,Local,30,1,"1,0"
RUA GENERAL COSTA JUNIOR,IRAJÁ,Local,30,1,"1,0"
RUA GENERAL QUEIROZ SAIÃO,IRAJÁ,Local,30,1,"1,0"
RUA GENERAL RIBAS,IRAJÁ,Local,30,1,"1,0"
RUA GERVASIO FERREIRA,IRAJÁ,Local,30,1,"1,0"
RUA GERVÁSIO FERREIRA,IRAJÁ,Local,30,1,"1,0"
RUA GOELDI,IRAJÁ,Local,30,1,"1,0"
RUA GUARATA,IRAJÁ,Local,30,1,"1,0"
RUA GUIRABA,IRAJÁ,Local,30,1,"1,0"
RUA GUIRAREIA,IRAJÁ,Coletora,30,2,"1,0"
RUA GUIRATIM,IRAJÁ,Local,30,1,"1,0"
RUA GUSTAVO MARTINS,IRAJÁ,Local,30,1,"1,0"
RUA HANNIBAL PORTO,IRAJÁ,Arterial primária,40,4,"1,2"
RUA HERON DOMINGUES,IRAJÁ,Local,30,1,"1,0"
RUA HILTON GADRET,IRAJÁ,Local,20,1,"1,0"
RUA HIPÓCRATES,IRAJÁ,Local,30,1,"1,0"
RUA HONÓRIO DE ALMEIDA,IRAJÁ,Coletora,30,2,"1,0"
RUA HONÓRIO PIMENTEL,IRAJÁ,Local,30,1,"1,0"
RUA HORÁCIO WELLS,IRAJÁ,Local,30,1,"1,0"
RUA IANDU,IRAJÁ,Local,30,1,"1,0"
RUA ILDEFONSO CYSNEIROS,IRAJÁ,Local,30,1,"1,0"
RUA INDAIATUBA,IRAJÁ,Local,30,1,"1,0"
RUA INOBI,IRAJÁ,Local,30,1,"1,0"
RUA IRINEU CORREA,IRAJÁ,Local,30,1,"1,0"
RUA ITACOATIARA,IRAJÁ,Local,30,1,"1,0"
RUA ITAPERA,IRAJÁ,Coletora,40,2,"1,2"
RUA JABOTIANA,IRAJÁ,Local,30,1,"1,0"
RUA JACANA,IRAJÁ,Local,30,1,"1,0"
RUA JACINA,IRAJÁ,Coletora,30,2,"1,0"
RUA JARACATIA,IRAJÁ,Local,30,1,"1,0"
RUA JOAQUIM LOUREIRO,IRAJÁ,Local,30,1,"1,0"
RUA JOSE CARAPEBA,IRAJÁ,Local,30,1,"1,0"
RUA JOSE DE AZEVEDO,IRAJÁ,Local,30,1,"1,0"
RUA JOSE MACHADO,IRAJÁ,Local,30,1,"1,0"
RUA JOSE SOMBRA,IRAJÁ,Local,30,1,"1,0"
RUA JOSE VIEIRA FILHO,IRAJÁ,Local,30,1,"1,0"
RUA JOSÉ BORGES,IRAJÁ,Local,30,1,"1,0"
RUA JOÃO ADIL DE OLIVEIRA,IRAJÁ,Local,30,1,"1,0"
RUA JOÃO DALTON,IRAJÁ,Local,30,1,"1,0"
RUA JOÃO MACHADO,IRAJÁ,Local,30,1,"1,0"
RUA JUCARI,IRAJÁ,Local,30,1,"1,0"
RUA JUQUERI,IRAJÁ,Local,30,1,"1,0"
RUA JURITI,IRAJÁ,Local,30,1,"1,0"
RUA LAURINDO ANTUNES,IRAJÁ,Local,30,1,"1,0"
RUA LAURITA GONZALEZ CARDOSO,IRAJÁ,Local,30,1,"1,0"
RUA LICÍNIO BARCELOS,IRAJÁ,Local,30,1,"1,0"
RUA LIMA SUCUPIRA,IRAJÁ,Local,30,1,"1,0"
RUA LOPES FERREIRA,IRAJÁ,Local,30,1,"1,0"
RUA LUIZ BARROSO,IRAJÁ,Local,30,1,"1,0"
RUA LUPERCE MIRANDA,IRAJÁ,Local,30,1,"1,0"
RUA LÚCIO DE ARAUJO,IRAJÁ,Local,30,1,"1,0"
RUA MAIRA,IRAJÁ,Local,30,1,"1,0"
RUA MAJOR AZEVEDO,IRAJÁ,Local,30,1,"1,0"
RUA MAJOR GALAMBA,IRAJÁ,Local,30,1,"1,0"
RUA MAJOR MEDEIROS,IRAJÁ,Local,30,1,"1,0"
RUA MANOEL DE ARAUJO,IRAJÁ,Local,30,1,"1,0"
RUA MANUEL CÍCERO,IRAJÁ,Local,30,1,"1,0"
RUA MANUEL DE FREITAS,IRAJÁ,Local,30,1,"1,0"
RUA MANUEL DO NASCIMENTO,IRAJÁ,Local,30,1,"1,0"
RUA MANUEL WANDERLEY,IRAJÁ,Local,30,1,"1,0"
RUA MARAMBAIA,IRAJÁ,Coletora,30,2,"1,0"
RUA MARECHAL BAPTISTA DE MATTOS,IRAJÁ,Local,30,1,"1,0"
RUA MARINHO PESSOA,IRAJÁ,Local,30,1,"1,0"
RUA MARQUES GUIMARÃES,IRAJÁ,Local,30,1,"1,0"
RUA MARQUÊS DE ARACATI,IRAJÁ,Coletora,40,2,"1,2"
RUA MARQUÊS DE QUELUZ,IRAJÁ,Local,30,1,"1,0"
RUA MENEZES PRADO,IRAJÁ,Local,30,1,"1,0"
RUA MESTRE DONGA,IRAJÁ,Local,30,1,"1,0"
RUA METROVICH,IRAJÁ,Local,30,1,"1,0"
RUA MIRANDA E BRITO,IRAJÁ,Local,40,1,"1,2"
RUA MISSURI,IRAJÁ,Local,30,1,"1,0"
RUA MOLIÉRE,IRAJÁ,Local,30,1,"1,0"
RUA MONTE SANTO,IRAJÁ,Local,30,1,"1,0"
RUA MUNIZ ACQUARONE,IRAJÁ,Local,30,1,"1,0"
RUA MUPIÁ,IRAJÁ,Local,30,1,"1,0"
RUA NASCENTE,IRAJÁ,Local,30,1,"1,0"
RUA NELSON VASCONCELOS DE ALMEIDA,IRAJÁ,Local,30,1,"1,0"
RUA NEWTON ALVARENGA DUARTE,IRAJÁ,Local,30,1,"1,0"
RUA NOVE,IRAJÁ,Local,30,1,"1,0"
RUA NUNO DE ANDRADE,IRAJÁ,Local,30,1,"1,0"
RUA OITO,IRAJÁ,Local,30,1,"1,0"
RUA OLIVEIRA ALVARES,IRAJÁ,Local,30,1,"1,0"
RUA OLIVEIRA CESAR,IRAJÁ,Local,30,1,"1,0"
RUA OLÍMPIO DA MOTA,IRAJÁ,Local,30,1,"1,0"
RUA OTELO ROSA,IRAJÁ,Local,30,1,"1,0"
RUA OURO FINO,IRAJÁ,Local,30,1,"1,0"
RUA PADRE ALBUQUERQUE,IRAJÁ,Local,30,1,"1,0"
RUA PADRE CALDAS,IRAJÁ,Local,30,1,"1,0"
RUA PADRE FONSECA,IRAJÁ,Local,30,1,"1,0"
RUA PADRE LEANDRO ALTOE,IRAJÁ,Local,30,1,"1,0"
RUA PEDRO DINIZ,IRAJÁ,Local,30,1,"1,0"
RUA PEDRO TEIXEIRA,IRAJÁ,Local,30,1,"1,0"
RUA PEDRO TENÓRIO,IRAJÁ,Local,30,1,"1,0"
RUA PEREIRA DE ARAUJO,IRAJÁ,Local,30,1,"1,0"
RUA POAÇU,IRAJÁ,Local,30,1,"1,0"
RUA PROFESSOR CARLOS DE GUSMÃO,IRAJÁ,Local,30,1,"1,0"
RUA PROFESSOR SÁ NUNES,IRAJÁ,Local,30,1,"1,0"
RUA PROFESSOR TEIXEIRA DA ROCHA,IRAJÁ,Local,30,1,"1,0"
RUA QUATRO,IRAJÁ,Local,30,1,"1,0"
RUA REGO CORUMBA,IRAJÁ,Local,30,1,"1,0"
RUA RIBATEJO,IRAJÁ,Local,30,1,"1,0"
RUA ROCHA FREIRE,IRAJÁ,Local,30,1,"1,0"
RUA RODRIGUES DE ALBUQUERQUE,IRAJÁ,Local,30,1,"1,0"
RUA SAMIN,IRAJÁ,Local,30,1,"1,0"
RUA SAMOA,IRAJÁ,Local,30,1,"1,0"
RUA SANTA BÁRBARA,IRAJÁ,Local,30,1,"1,0"
RUA SANTA MARTA,IRAJÁ,Local,30,1,"1,0"
RUA SANTO AGRIPINO,IRAJÁ,Local,30,1,"1,0"
RUA SANTO ALBINO,IRAJÁ,Local,20,1,"1,0"
RUA SANTO AMADEU DE SABOIA,IRAJÁ,Local,30,1,"1,0"
RUA SANTO APIANO,IRAJÁ,Local,30,1,"1,0"
RUA SANTO ASPÁSIO,IRAJÁ,Local,30,1,"1,0"
RUA SANTO EDUARDO,IRAJÁ,Local,30,1,"1,0"
RUA SANTO ISAAC,IRAJÁ,Local,30,1,"1,0"
RUA SAUDADE,IRAJÁ,Local,30,1,"1,0"
RUA SEBASTIÃO DE SOUZA GOUVEIA,IRAJÁ,Local,30,1,"1,0"
RUA SEIS,IRAJÁ,Local,30,1,"1,0"
