fid,ext,tipo_infra,apenas_ano,fluxo_infr,inicio,contabilizar,data_implant,vias,area_plane,local_infr,executor,final,SHAPE__Length,rp,status,cod_rp
520,0.54715435,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Rua Gen. Herculano Gomes (Rotatória),Não,12/2022,Alameda Ruy Barbosa,1,No meio da pista,CETRIO,Rua Gen. Herculano Gomes (Estação de São Cristóvão),547.160261034895,São Cristóvão,Implantada,1.1
521,0.18920951,Ciclofaixa,2022,Bidirecional,Número 226,Sim,07/2022,Rua Uruguaiana,1,No bordo esquerdo da pista,CETRIO,Número 109,189.215093797077,Centro,Implantada,1.0
522,0.26519056,Ciclofaixa,2022,Bidirecional,"Via B4, Número 805",Sim,10/2022,"Rua Cordeiro da Graça, Via B4",1,No bordo esquerdo da pista,CETRIO,"Rua Cordeiro da Graça, Número 325",265.195412054993,Centro,Implantada,1.0
523,0.35774559,Ciclofaixa,2022,Bidirecional,Praça Marechal Hermes S/N,Sim,10/2022,"Av. Cidade de Lima, Praça Marechal Hermes",1,No bordo esquerdo da pista,CETRIO,"Av. Cidade de Lima, 349-201",357.752040474495,Santo Cristo,Implantada,1.0
524,0.01771898,Ciclofaixa,2022,Bidirecional,Av. Cidade de Lima,Sim,10/2022,Av. Cidade de Lima,1,No meio da pista,CETRIO,Av. Cidade de Lima L/O,17.7192998994406,Santo Cristo,Implantada,1.0
525,0.52995182,Ciclofaixa,2022,Bidirecional,"Rua Costa Lobo, Número 179",Sim,10/2022,Rua Costa Lobo,1,No bordo direito da pista,CETRIO,"Rua Costa Lobo, 51-3",529.952694784582,Benfica,Implantada,1.0
526,0.65328617,Ciclofaixa,2022,Bidirecional,Rua do Catete S/N,Sim,11/2022,"Rua do Catete, Rua Antônio Mendes Campos",2,No bordo esquerdo da pista,CETRIO,"Rua do Catete, Número 105-99",653.307017458879,Glória,Implantada,2.1
527,0.266031,Faixa compartilhada na calçada,2022,Bidirecional,"Rua Santo Cristo, Número 15",Sim,11/2022,"Avenida Arlindo Rodrigues, Rua Santo Cristo",1,Na calçada,CETRIO,"Avenida Arlindo Rodrigues, S/N - 2a Vara da Infância e Juventude",266.036423950372,Centro,Implantada,1.1
528,0.40360251,Ciclofaixa,2022,Bidirecional,Número 140,Sim,11/2022,Rua Rivadávia Corrêa,1,No bordo esquerdo da pista,CETRIO,Número 280-250,403.611563493659,Centro,Implantada,1.1
529,0.74528342,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Av. Niemeyer,Sim,12/2022,Av. Aquarela do Brasil,2,No bordo direito da pista,CETRIO,Av. Prefeito Mendes de Moraes,745.279558871311,São Conrado,Implantada,2.1
530,0.63159028,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Av. Aquarela do Brasil (Rotatória),Sim,12/2022,Av. Aquarela do Brasil,2,No bordo direito da pista,CETRIO,Av. Niemeyer,631.586979537557,São Conrado,Implantada,2.1
531,0.12440305,Faixa compartilhada na calçada,2022,Unidirecional,Próximo Av. Prefeito Mendes de Moraes,Sim,12/2022,Av. Aquarela do Brasil,2,Na calçada,CETRIO,Av. Aquarela do Brasil (Rotatória),124.402327075834,São Conrado,Implantada,2.1
532,0.02884483,Ciclofaixa,2022,Bidirecional,Próximo Av. Prefeito Mendes de Moraes,Sim,12/2022,Av. Aquarela do Brasil,2,No bordo esquerdo da pista,CETRIO,Av. Prefeito Mendes de Moraes,28.8446243285494,São Conrado,Implantada,2.1
533,0.28261261,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Rua Castro Lopes x Rua Dona Emília,Não,12/2022,"Rua Castro Lopes, Rua Jaó",3,No meio da pista,CETRIO,Rua Jaó x Rua Carmem Cinira,282.6079783822,Inhaúma,Implantada,3.4
534,0.29676536,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Rua Jaó x Rua Carmem Cinira,Sim,12/2022,"Rua Castro Lopes, Rua Jaó",3,No meio da pista,CETRIO,Rua Castro Lopes x Rua Dona Emília,296.760385985706,Inhaúma,Implantada,3.4
535,0.27766017,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Rua Clarice Índio do Brasil,Sim,10/2022,Rua Barão de Itambi,2,No meio da pista,CETRIO,Rua Farani,277.668489221533,Botafogo,Implantada,2.1
536,0.08702305,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Rua Marquês de Abrantes,Não,,Rua Clarice Índio do Brasil,2,No meio da pista,,Rua Paulo VI,87.0257018379462,Botafogo,Implantada,2.1
537,0.08858627,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Rua Paulo VI,Sim,,Rua Clarice Índio do Brasil,2,No meio da pista,,Rua Marquês de Abrantes,88.5890046678132,Botafogo,Implantada,2.1
538,0.56146034,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Rua Paissandu,Não,10/2022,Rua Paulo VI,2,No meio da pista,,Rua Clarice Índio do Brasil,561.477656693009,Flamengo,Implantada,2.1
539,0.58887168,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Rua Clarice Índio do Brasil,Sim,10/2022,Rua Paulo VI,2,No meio da pista,CETRIO,Rua Paissandu,588.88991435755,Flamengo,Implantada,2.1
540,0.04634104,Faixa compartilhada na calçada,2022,Bidirecional,Alameda Ruy Barbosa x Rua Gen. Herculano Gomes,Sim,12/2022,Rua Gen. Herculano Gomes,1,Na calçada,CETRIO,Acesso Estação São Cristóvão,46.3414267303022,São Cristóvão,Implantada,1.1
541,0.0359571,Faixa compartilhada na calçada,2022,Bidirecional,"Rua Pereira Reis, Número 14",Sim,10/2022,Avenida Prof. Pereira Reis,1,Na calçada,CETRIO,Rua Pereira Reis S/N L/O da pista,35.9578661980957,Santo Cristo,Implantada,1.1
542,0.02615079,Faixa compartilhada na calçada,2022,Bidirecional,"Avenida Prof. Pereira Reis, S/N",Sim,10/2022,Avenida Prof. Pereira Reis,1,Na calçada,CETRIO,"Avenida Prof. Pereira Reis, Número 49, L/O",26.1513068248988,Santo Cristo,Implantada,1.1
543,0.05923871,Ciclofaixa,2022,Bidirecional,Número 81,Sim,10/2022,Avenida Cidade de Lima,1,No bordo esquerdo da pista,CETRIO,Número 79,59.2399236572552,Centro,Implantada,1.1
544,0.05472413,Faixa compartilhada na calçada,2022,Bidirecional,Avenida Prof. Pereira Reis S/N,Sim,10/2022,Avenida Prof. Pereira Reis,1,Na calçada,CETRIO,"Avenida Prof. Pereira Reis, L/O Avenida Cidade de Lima",54.7253369849265,Santo Cristo,Implantada,1.1
545,0.24489538,Ciclofaixa,2022,Bidirecional,"Praça Santo Cristo S/N, junto à SEEDUC-RJ",Sim,11/2022,"Praça Santo Cristo, Rua Santo Cristo",1,No bordo direito da pista,CETRIO,"Rua Santo Cristo, Número 133",244.900443593717,Centro,Implantada,1.1
546,0.06792578,Faixa compartilhada na calçada,2022,Bidirecional,Rua da Gamboa,Sim,11/2022,Rua da Gamboa,1,Na calçada,CETRIO,Rua da Gamboa L/O,67.9273330350802,Centro,Implantada,1.1
547,0.4873418,Ciclofaixa,2022,"Unidirecional, no fluxo dos automóveis",Avenida Prefeito Dulcídio Cardoso,Sim,05/2022,Avenida Jornalista Ricardo Marinho,4,No bordo esquedro da pista junto ao canteiro central,CETRIO,Altura da Avenida Assis Chateaubriand,487.31959555799,Barra da Tijuca,Implantada,4.2
548,0.09278724,Faixa compartilhada na calçada,2022,Bidirecional,Altura da Avenida Assis Chateaubriand,Sim,05/2022,Avenida Jornalista Ricardo Marinho,4,Na calçada,CETRIO,Avenida das Américas,92.7830324062002,Barra da Tijuca,Implantada,4.2
549,0.54460885,Ciclofaixa,2022,"Unidirecional, no fluxo dos automóveis",Avenida Prefeito Dulcídio Cardoso,Sim,06/2022,Avenida Gastão Sengés,4,No bordo esquerdo da pista junto ao canteiro central,CETRIO,Avenida Celso Kelly,544.585321526269,Barra da Tijuca,Implantada,4.2
550,0.07654688,Ciclofaixa,2022,Bidirecional,Avenida Gastão Sengés,Sim,06/2022,Avenida Celso Kelly,4,No bordo direito da pista,CETRIO,Rua Ricardo Serran,76.5436526041298,Barra da Tijuca,Implantada,4.2
551,0.09336136,Ciclofaixa,2022,Bidirecional,Avenida Celso Kelly,Sim,06/2022,Rua Ricardo Serran,4,No bordo direito da pista,CETRIO,Avenida das Américas,93.3574722946651,Barra da Tijuca,Implantada,4.2
552,0.09576513,Ciclofaixa,2022,"Unidirecional, no fluxo dos automóveis",Avenida Afonso de Taunay,Sim,03/2022,Avenida Alda Garrido,4,No bordo direito da pista,CETRIO,Rua General Ivan Raposo,95.7622334427304,Barra da Tijuca,Implantada,4.2
553,0.14032643,Ciclovia,,Bidirecional,Número 257,Sim,,Avenida Rio Branco,1,No bordo esquerdo da pista,,Número 311,140.330988055768,Centro,Implantada,1.1
554,0.59320208,Ciclovia,,Bidirecional,Número 156,Sim,,Avenida Rio Branco,1,Na calçada,,Número 251,593.221373031387,Centro,Implantada,1.1
555,0.54650518,Faixa compartilhada na pista,2022,"Unidirecional, no fluxo dos automóveis",Rua Gen. Herculano Gomes (Estação de São Cristóvão),Sim,12/2022,Alameda Ruy Barbosa,1,No meio da pista,CETRIO,Rua Gen. Herculano Gomes (Rotatória),546.511152438347,São Cristóvão,Implantada,1.1
556,0.18284952,Ciclofaixa,2022,Bidirecional,Rua Padre Januário,Sim,12/2022,"Estrada Adhemar Bebiano, Rua Castro Lopes",3,No bordo direito da pista,CETRIO,"Rua Castro Lopes, Número 40-62",182.84670946668,Inhaúma,Implantada,3.4
557,0.63331211,Ciclofaixa,2023,Bidirecional,Av. Ladário,Sim,06/2023,Av. Bacaxá,5,No bordo esquerdo da pista,CETRIO,Praça de Santa Margarida,633.218740654641,Cosmos,Implantada,5.2
558,0.1202323,Ciclofaixa,2023,Bidirecional,Número 37,Sim,01/2023,Rua Teixeira de Melo,2,No bordo esquerdo da pista,CETRIO,Número 34,120.23498967373,Ipanema,Implantada,2.1
559,0.74112286,Ciclovia,,Bidirecional,Av. Pedro Calmon s/n - FAU,Sim,,"Av. Pedro Calmon, Rua Paulo Emídio Barbosa",3,No bordo direito da pista,,"Rua Paulo Emídio Barbosa, s/n - Incubadora de empresas da COPPE",741.130993705414,Ilha do Governador,Implantada,3.7
560,0.58755474,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 227,Sim,,Rua Prof. Valadares,2,No bordo direito da pista,,Número 4,587.549676373743,Tijuca,Implantada,2.2
561,0.61772689,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 275,Sim,,Rua Itabaiana,2,No bordo direito da pista,,Número 45,617.721645551168,Tijuca,Implantada,2.2
562,0.29702779,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 4,Sim,,Rua Machado de Assis,2,No bordo direito da pista,,Número 80,297.037297215771,Flamengo,Implantada,2.1
563,0.25620223,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 35,Sim,,Rua Barão do Flamengo,2,No bordo direito da pista,,Praia do Flamengo,256.210414907284,Flamengo,Implantada,2.1
564,0.81749463,Ciclovia,2023,Bidirecional,"Av. Pedro II, 7",Sim,03/2023,Av. Pedro II,1,Canteiro central,CETRIO,"Av. Pedro II, 311",817.506395614583,São Cristóvão,Implantada,1.1
565,0.14342583,Ciclofaixa,2023,Bidirecional,Rotatória,Sim,03/2023,Av. Pedro II - Rotatória,1,Rotatória,CETRIO,Rotatória,143.427489432892,São Cristóvão,Implantada,1.1
566,0.06585622,Ciclovia,2023,Bidirecional,Rotatória,Sim,03/2023,Av. Pedro II,1,Canteiro central,CETRIO,"Av. Pedro II, 383",65.8570118700355,São Cristóvão,Implantada,1.1
567,0.0307105,Ciclofaixa,2023,Bidirecional,Número 164,Sim,01/2023,Av. Vieira Souto,2,Junto à faixa de pedestres,,Número 164,30.7111695836869,Ipanema,Implantada,2.1
568,3.11493277,Faixa compartilhada na calçada,2024,Bidirecional,"Estr. Ver. Alceu de Carvalho, 342",Sim,2024,"Estr. Ver. Alceu de Carvalho, Estr. do Rio Morto",4,Passeio,CETRIO,"Estr. do Rio Morto, 1",3114.60465068854,"Recreio dos bandeirantes, Vargem Pequena e Vargem Grande",Implantada,4.2
569,0.83744318,Faixa compartilhada na pista,2024,Unidirecional,Número 388,Sim,2024,Av. Oliveira Belo,3,No bordo esquerdo da pista,CETRIO,Número 1180,837.419686463723,Vila da Penha,Implantada,3.3
570,0.83964997,Faixa compartilhada na pista,2024,Unidirecional,Número 2091,Não,2024,Av. Oliveira Belo,3,No bordo esquerdo da pista,CETRIO,Número 411,839.62644871086,Vila da Penha,Implantada,3.3
571,0.54011207,Ciclofaixa,2024,Bidirecional,"Rua Comandante Garcia Pires, número 202",Sim,2024,"Rua Comandante Garcia Pires, Av. Brasil",1,Passeio,CETRIO,Av Brasil s/n,540.120963010808,São Cristóvão,Implantada,1.0
572,0.1974068,Faixa compartilhada na calçada,2024,Unidirecional,Número 5,Sim,2024,Rua Barão de Vassouras,2,Passeio,CETRIO,Número 50,197.406425305283,Andaraí,Implantada,2.2
573,0.19713441,Faixa compartilhada na pista,2024,Unidirecional,Número 5,Não,2024,Rua Barão de Vassouras,2,No bordo esquerdo da pista,CETRIO,Número 50,197.134098165068,Andaraí,Implantada,2.2
574,0.12023235,Faixa compartilhada na pista,2024,Unidirecional,Número 217,Sim,2024,Rua Barão de São Francisco,2,No bordo esquerdo da pista,CETRIO,Número 187,120.231983965611,Andaraí,Implantada,2.2
575,0.1042322,Faixa compartilhada na pista,2024,Unidirecional,Número 202,Não,2024,Rua Barão de São Francisco,2,No bordo esquerdo da pista,CETRIO,Número 222,104.231918468864,Andaraí,Implantada,2.2
576,0.20453577,Ciclofaixa,2024,Bidirecional,Número 57,Sim,2024,Rua Uruguai,2,No bordo esquerdo da pista,CETRIO,Número 23,204.535621441022,Andaraí,Implantada,2.2
577,0.38659004,Faixa compartilhada na calçada,2024,Bidirecional,Número 163,Sim,2024,Rua Uruguai,2,Passeio,CETRIO,Número 68,386.589875419006,Andaraí,Implantada,2.2
578,0.86141629,Ciclofaixa,2024,Bidirecional,Número 180,Sim,2024,Rua Uruguai,2,No bordo esquerdo da pista,CETRIO,Número 380,861.417120153759,Andaraí,Implantada,2.2
579,0.31964218,Faixa compartilhada na calçada,2024,Bidirecional,Número 5672,Sim,2024,Estrada da Pedra,5,No bordo direito da pista,CETRIO,Número 5291,319.590249097465,Guaratiba,Implantada,
580,0.53233602,Ciclovia,2022,Bidirecional,Número 8,Sim,2022,Av. Augusto Severo,1,Canteiro central,CET-RIO,Praça Edson Cortes,532.35304034874,Glória,Implantada,
582,0.33806394,Ciclofaixa,2025,Bidirecional,Número 2,Sim,2025,Rua Araújo Porto Alegre,1,No bordo esquerdo da pista,CET-RIO,Número 78,338.07508619636,Centro,Implantada,
583,0.17866176,Ciclofaixa,2025,Bidirecional,Número 729,Sim,2025,Rua Manoel Vitorino,3,No bordo esquerdo da pista,CET-RIO,Número 851,178.656728669242,Piedade,Implantada,
584,0.14544888,Faixa compartilhada na calçada,2025,Bidirecional,Número 543,Sim,2025,Rua Manoel Vitorino,3,Na calçada,CET-RIO,Número 729,145.444904404476,Piedade,Implantada,
585,0.47388532,Ciclofaixa,2025,Bidirecional,Praça dos Garis,Sim,2025,Rua Manoel Vitorino,3,No bordo esquerdo da pista,CET-RIO,Número 543,473.87272517297,Piedade / Encantado,Implantada,
586,1.00066076,Ciclofaixa,2025,Bidirecional,Número 1340,Sim,2025,"R. Gen. Herculano Gomes, Av. Bartolomeu de Gusmão, R. Visconde de Niterói",1,No bordo esquerdo da pista,CET-RIO,Número 1009,1000.66924013761,São Cristóvão,Implantada,
587,0.59521302,Ciclofaixa,2025,Unidirecional,Número 429,Sim,2025,R Marquês de São Vicente,2,No bordo direito da pista,CET-RIO,Número 246,595.215495596564,Gávea,Implantada,
588,0.96991266,Ciclofaixa,2025,Unidirecional,Número 127,Sim,2025,R Marquês de São Vicente,2,No bordo direito da pista,CET-RIO,Número 429,969.917174293679,Gávea,Implantada,
589,0.37497161,Ciclofaixa,2025,Unidirecional,EM Luiz Delfino lado oposto,Sim,2025,R Marquês de São Vicente,2,No bordo direito da pista,CET-RIO,Rotatória,374.973782458357,Gávea,Implantada,
590,0.10176778,Ciclofaixa,2025,Unidirecional,Rotatória,Sim,2025,R Marquês de São Vicente,2,No bordo direito da pista,CET-RIO,Rotatória,101.768419348151,Gávea,Implantada,
591,0.16336508,Ciclofaixa,2025,Bidirecional,Rotatória,Sim,2025,R Vice-gov. Rubens Berardo,2,No bordo esquerdo da pista,CET-RIO,Número 100,163.366245265893,Gávea,Implantada,
